target-names,no-steps,concentration-required-mM,amount-required-uL,batch-tag,reactant-1-1,reactant-2-1,reaction-product-smiles-1,reaction-name-1,reaction-recipe-1,reaction-groupby-column-1,reactant-1-2,reactant-2-2,reaction-product-smiles-2,reaction-name-2,reaction-recipe-2,reaction-groupby-column-2
C87574,1,,,,Nc1cccc2nsnc12,CC(C)(C)OCC(=O)OC(C)(C)C,CC(C)(C)OCC(=O)Nc1cccc2c1N=S=N2,Ester_amidation,,,,,,,,
C87576,1,,,,Nc1cc(F)c(F)cc1N,CC(C)(C)OCC(=O)OC(C)(C)C,CC(C)(C)OCC(=O)Nc1cc(F)c(F)cc1N,Ester_amidation,,,,,,,,
C26179,1,,,,Cn1cc(C(=O)O)c2ccc(Cl)cc21,CCCNCC,CCCN(CC)C(=O)c1cn(C)c2cc(Cl)ccc12,Amidation,,,,,,,,
C87602,1,,,,Nc1cc(F)c(Cl)cc1N,CC(C)(C)OCC(=O)OC(C)(C)C,CC(C)(C)OCC(=O)Nc1cc(F)c(Cl)cc1N,Ester_amidation,,,,,,,,
C87604,1,,,,Nc1cc(F)c(Cl)cc1N,CC(C)(C)OCC(=O)OC(C)(C)C,CC(C)(C)OCC(=O)Nc1cc(Cl)c(F)cc1N,Ester_amidation,,,,,,,,
C71377,1,,,,Nc1cc(I)c(O)c(I)c1,Cn1c(=O)[nH]c2cc(C(=O)O)cc(Cl)c21,Cn1c(=O)[nH]c2cc(C(=O)Nc3cc(I)c(O)c(I)c3)cc(Cl)c21,Amidation,,,,,,,,
C26212,1,,,,Cn1cc(C(=O)O)c2ccc(Cl)cc21,CNCCCO,CN(CCCO)C(=O)c1cn(C)c2cc(Cl)ccc12,Amidation,,,,,,,,
C87615,1,,,,Nc1ccc(Br)c(F)c1N,CC(C)(C)OCC(=O)OC(C)(C)C,CC(C)(C)OCC(=O)Nc1ccc(Br)c(F)c1N,Ester_amidation,,,,,,,,
C87616,1,,,,Nc1ccc(Br)c(F)c1N,CC(C)(C)OCC(=O)OC(C)(C)C,CC(C)(C)OCC(=O)Nc1c(N)ccc(Br)c1F,Ester_amidation,,,,,,,,
C26245,1,,,,Cn1cc(C(=O)O)c2ccc(Cl)cc21,CN(N)C(N)=O,CN(NC(=O)c1cn(C)c2cc(Cl)ccc12)C(N)=O,Amidation,,,,,,,,
C12272,1,,,,NC(=O)c1cc(Cl)c(C(=O)O)c(Cl)c1,Nc1ccc([N+](=O)[O-])cc1,NC(=O)c1cc(Cl)c(C(=O)Nc2ccc([N+](=O)[O-])cc2)c(Cl)c1,Amidation,,,,,,,,
C15707,1,,,,Nc1cccc(C(=O)NCc2cccs2)c1,COC(CC1CCCC1)C(=O)O,COC(CC1CCCC1)C(=O)Nc1cccc(C(=O)NCc2cccs2)c1,Amidation,,,,,,,,
C87691,1,,,,Nc1ccc(Br)c(F)c1N,CC(C)(C)OC(=O)COCCCBr,Nc1c(NC(=O)COCCCBr)ccc(Br)c1F,Ester_amidation,,,,,,,,
C87692,1,,,,Nc1ccc(Br)c(F)c1N,CC(C)(C)OC(=O)COCCCBr,Nc1ccc(Br)c(F)c1NC(=O)COCCCBr,Ester_amidation,,,,,,,,
C12313,1,,,,NC(=O)c1cc(Cl)c(C(=O)O)c(Cl)c1,Nc1c(F)cc(Cl)cc1F,NC(=O)c1cc(Cl)c(C(=O)Nc2c(F)cc(Cl)cc2F)c(Cl)c1,Amidation,,,,,,,,
C6608,1,,,,COCCOc1ncccc1C(=O)O,COc1ccc(C2CCCN2)cn1,COCCOc1ncccc1C(=O)N1CCCC1c1ccc(OC)nc1,Amidation,,,,,,,,
C87722,1,,,,Cc1ccc(N)c(N)c1Cl,CC(C)(C)OC(=O)COCCCBr,Cc1ccc(N)c(NC(=O)COCCCBr)c1Cl,Ester_amidation,,,,,,,,
C15765,1,,,,Nc1ccc(Cl)c(C(=O)NCc2cccs2)c1,CCC(CC)C(OC)C(=O)O,CCC(CC)C(OC)C(=O)Nc1ccc(Cl)c(C(=O)NCc2cccs2)c1,Amidation,,,,,,,,
C6616,1,,,,COCCOc1ncccc1C(=O)O,Oc1ccc(C2CCCCN2)cn1,COCCOc1ncccc1C(=O)N1CCCCC1c1ccc(O)nc1,Amidation,,,,,,,,
C71497,1,,,,Nc1cc(F)c(Cl)cc1N,Cn1c(=O)[nH]c2cc(C(=O)O)cc(Cl)c21,Cn1c(=O)[nH]c2cc(C(=O)Nc3cc(F)c(Cl)cc3N)cc(Cl)c21,Amidation,,,,,,,,
C71498,1,,,,Nc1cc(F)c(Cl)cc1N,Cn1c(=O)[nH]c2cc(C(=O)O)cc(Cl)c21,Cn1c(=O)[nH]c2cc(C(=O)Nc3cc(Cl)c(F)cc3N)cc(Cl)c21,Amidation,,,,,,,,
C9465,1,,,,NC(=O)c1cc(Cl)c(C(=O)O)c(Cl)c1,Nc1cccc(F)c1Cl,NC(=O)c1cc(Cl)c(C(=O)Nc2cccc(F)c2Cl)c(Cl)c1,Amidation,,,,,,,,
C53168,1,,,,Cc1nc2ccccc2nc1Br,CC1(C)OB(C2(CCO)CC2)OC1(C)C,Cc1nc2ccccc2nc1C1(CCO)CC1,Sp3-sp2_Suzuki_coupling,,,,,,,,
C53169,1,,,,Cc1nc2ccccc2nc1Br,CC1(B2OC(C)(C)C(C)(C)O2)CCOC1,Cc1nc2ccccc2nc1C1(C)CCOC1,Sp3-sp2_Suzuki_coupling,,,,,,,,
C87754,1,,,,Cc1ccc(N)c(N)c1Cl,CC(C)(C)OCC(=O)OC(C)(C)C,Cc1ccc(N)c(NC(=O)COC(C)(C)C)c1Cl,Ester_amidation,,,,,,,,
C37087,1,,,,COc1cc(N)c(Br)cc1Br,CC(OCc1ccccc1)C(N)=O,COc1cc(N)c(NC(=O)C(C)OCc2ccccc2)cc1Br,Buchwald-Hartwig_amidation_with_amide-like_nucleophile,,,,,,,,
C75609,1,,,,Nc1cc(F)c(O)cc1Cl,CCOC(=O)c1cc(C(=O)O)c(C)cc1OC,COc1cc(C)c(C(=O)O)cc1C(=O)Nc1cc(F)c(O)cc1Cl,Ester_amidation,,,,,,,,
C87765,1,,,,Nc1cc(F)c(F)cc1N,CC(C)(C)OC(=O)COCCCBr,Nc1cc(F)c(F)cc1NC(=O)COCCCBr,Ester_amidation,,,,,,,,
C15821,1,,,,Nc1ccc(Cl)c(C(=O)NCc2cccs2)c1,COC(CC1CCCC1)C(=O)O,COC(CC1CCCC1)C(=O)Nc1ccc(Cl)c(C(=O)NCc2cccs2)c1,Amidation,,,,,,,,
C87775,1,,,,Nc1cc(F)c(Cl)cc1N,CC(C)(C)OC(=O)COCCCBr,Nc1cc(Cl)c(F)cc1NC(=O)COCCCBr,Ester_amidation,,,,,,,,
C87776,1,,,,Nc1cc(F)c(Cl)cc1N,CC(C)(C)OC(=O)COCCCBr,Nc1cc(F)c(Cl)cc1NC(=O)COCCCBr,Ester_amidation,,,,,,,,
C64731,1,,,,Cc1ccc(C(=O)O)cc1F,CC1NCC(=O)NC1=O,Cc1ccc(C(=O)N2CC(=O)NC(=O)C2C)cc1F,Amidation,,,,,,,,
C87781,1,,,,Nc1cccc2nsnc12,CC(C)(C)OC(=O)COCCCBr,O=C(COCCCBr)Nc1cccc2c1N=S=N2,Ester_amidation,,,,,,,,
C53203,1,,,,CC(C)(C)B1OC(C)(C)C(C)(C)O1,FC(F)(F)c1ccc2ncc(Br)nc2c1,CC(C)(C)c1cnc2ccc(C(F)(F)F)cc2n1,Sp3-sp2_Suzuki_coupling,,,,,,,,
C59548,1,,,,Cc1ccsc1C1CCCCCN1,Cn1c(N)nc2cc(F)cc(Br)c21,Cc1ccsc1C1CCCCCN1c1cc(F)cc2nc(N)n(C)c12,Buchwald-Hartwig_amination,,,,,,,,
C75646,1,,,,Nc1cc(I)c(O)c(I)c1,CCOC(=O)c1cc(C(=O)O)c(C)cc1OC,COc1cc(C)c(C(=O)O)cc1C(=O)Nc1cc(I)c(O)c(I)c1,Ester_amidation,,,,,,,,
C71573,1,,,,Cc1cc(N)c(Cl)cc1Cl,Cn1c(=O)[nH]c2cc(C(=O)O)cc(Cl)c21,Cc1cc(NC(=O)c2cc(Cl)c3c(c2)[nH]c(=O)n3C)c(Cl)cc1Cl,Amidation,,,,,,,,
C59563,1,,,,Cn1c(N)nc2cccc(Br)c21,O=C(O)C1CSC(c2ccc(Cl)s2)N1,Cn1c(N)nc2cccc(N3C(C(=O)O)CSC3c3ccc(Cl)s3)c21,Buchwald-Hartwig_amination,,,,,,,,
C53230,1,,,,CC(C)(C)B1OC(C)(C)C(C)(C)O1,FC(F)(F)c1ccc2nc(Br)cnc2c1,CC(C)(C)c1cnc2cc(C(F)(F)F)ccc2n1,Sp3-sp2_Suzuki_coupling,,,,,,,,
C53232,1,,,,CC1(C)OB(C23CC2C3)OC1(C)C,FC(F)(F)c1ccc2ncc(Br)nc2c1,FC(F)(F)c1ccc2ncc(C34CC3C4)nc2c1,Sp3-sp2_Suzuki_coupling,,,,,,,,
C77786,1,,,,Cc1ccnc(CO)c1N,O=C(O)Cc1cccc(OC(F)F)n1,Cc1ccnc(CO)c1NC(=O)Cc1cccc(OC(F)F)n1,Amidation,,,,,,,,
C53250,1,,,,CC1(C)OB(C23CC2C3)OC1(C)C,FC(F)(F)c1ccc2nc(Br)cnc2c1,FC(F)(F)c1ccc2nc(C34CC3C4)cnc2c1,Sp3-sp2_Suzuki_coupling,,,,,,,,
